querry,reference,alignment_length,similarity_errors,ref_coverage,querry_coverage,ani,reference_length,querry_length,alignment_coverage,primary_cluster
15_20.bin.82.strict.fa,40_50.bin.119.strict.fa,2001944,19462,0.63787705,0.75077397,0.9902784,3138448,2666507,0.750773953,159
15_20.bin.82.strict.fa,50_60.bin.79.strict.fa,1350074,12948,0.7317732,0.5063081,0.99040943,1844935,2666507,0.731773206,159
15_20.bin.82.strict.fa,60_80.bin.79.orig.fa,1386259,14261,0.74719584,0.51987827,0.9897126,1855282,2666507,0.747195844,159
20_30.bin.75.strict.fa,15_20.bin.82.strict.fa,1878353,17269,0.70442456,0.67207676,0.9908063,2666507,2794849,0.704424552,159
20_30.bin.75.strict.fa,20_30.bin.75.strict.fa,2791828,195,0.99891907,0.99891907,0.99993014,2794849,2794849,0.998919083,159
20_30.bin.75.strict.fa,40_50.bin.119.strict.fa,2149472,22481,0.6848837,0.7690834,0.9895412,3138448,2794849,0.76908341,159
20_30.bin.75.strict.fa,50_60.bin.79.strict.fa,1364699,14303,0.7397003,0.4882908,0.9895193,1844935,2794849,0.739700315,159
20_30.bin.75.strict.fa,60_80.bin.79.orig.fa,1401517,15501,0.7554199,0.5014643,0.9889398,1855282,2794849,0.755419931,159
40_50.bin.119.strict.fa,15_20.bin.82.strict.fa,2001403,19303,0.7505711,0.6377047,0.99035525,2666507,3138448,0.750571065,159
40_50.bin.119.strict.fa,20_30.bin.75.strict.fa,2148899,22158,0.7688784,0.68470114,0.9896887,2794849,3138448,0.76887839,159
40_50.bin.119.strict.fa,40_50.bin.119.strict.fa,3137903,190,0.9998264,0.9998264,0.99993944,3138448,3138448,0.999826347,159
40_50.bin.119.strict.fa,50_60.bin.79.strict.fa,1463898,14620,0.7934686,0.4664401,0.99001294,1844935,3138448,0.793468605,159
40_50.bin.119.strict.fa,60_80.bin.79.orig.fa,1504836,16696,0.81110907,0.47948414,0.98890513,1855282,3138448,0.811109039,159
50_60.bin.79.strict.fa,15_20.bin.82.strict.fa,1350143,12868,0.50633395,0.7318106,0.99046916,2666507,1844935,0.731810606,159
50_60.bin.79.strict.fa,20_30.bin.75.strict.fa,1364989,14131,0.48839453,0.7398575,0.9896475,2794849,1844935,0.739857502,159
50_60.bin.79.strict.fa,40_50.bin.119.strict.fa,1464110,14636,0.46650764,0.7935835,0.99000347,3138448,1844935,0.793583514,159
50_60.bin.79.strict.fa,50_60.bin.79.strict.fa,1844587,100,0.99981135,0.99981135,0.99994576,1844935,1844935,0.999811375,159
50_60.bin.79.strict.fa,60_80.bin.79.orig.fa,1772924,5345,0.9556089,0.96096826,0.9969852,1855282,1844935,0.960968273,159
60_80.bin.79.orig.fa,15_20.bin.82.strict.fa,1385724,14055,0.51967764,0.7469075,0.9898573,2666507,1855282,0.746907478,159
60_80.bin.79.orig.fa,20_30.bin.75.strict.fa,1401312,15260,0.50139093,0.75530946,0.98911023,2794849,1855282,0.755309435,159
60_80.bin.79.orig.fa,40_50.bin.119.strict.fa,1503386,16488,0.47902212,0.8103275,0.98903275,3138448,1855282,0.810327487,159
60_80.bin.79.orig.fa,50_60.bin.79.strict.fa,1772395,5243,0.96068156,0.95532376,0.9970419,1844935,1855282,0.960681542,159
60_80.bin.79.orig.fa,60_80.bin.79.orig.fa,1854849,0,0.9997666,0.9997666,1,1855282,1855282,0.999766612,159
15_20.bin.90.strict.fa,15_20.bin.90.strict.fa,4801500,370,0.99976844,0.99976844,0.99992293,4802612,4802612,0.999768459,62
15_20.bin.90.strict.fa,30_40.bin.173.orig.fa,1385347,6932,0.4754493,0.28845698,0.9949962,2913764,4802612,0.475449281,62
15_20.bin.90.strict.fa,5_10.bin.13.orig.fa,2069953,10272,0.740672,0.43100566,0.99503756,2794696,4802612,0.740671973,62
30_40.bin.173.orig.fa,15_20.bin.90.strict.fa,1385491,7006,0.288487,0.4754987,0.9949433,4802612,2913764,0.475498702,62
30_40.bin.173.orig.fa,30_40.bin.173.orig.fa,2912643,0,0.99961525,0.99961525,1,2913764,2913764,0.999615274,62
30_40.bin.173.orig.fa,5_10.bin.13.orig.fa,1055496,5479,0.37767828,0.36224484,0.9948091,2794696,2913764,0.377678288,62
5_10.bin.13.orig.fa,15_20.bin.90.strict.fa,2070033,10342,0.43102232,0.7407006,0.99500394,4802612,2794696,0.740700599,62
5_10.bin.13.orig.fa,30_40.bin.173.orig.fa,1055516,5435,0.3622517,0.37768546,0.9948509,2913764,2794696,0.377685444,62
5_10.bin.13.orig.fa,5_10.bin.13.orig.fa,2794114,0,0.99979174,0.99979174,1,2794696,2794696,0.999791748,62
15_20.bin.93.orig.fa,15_20.bin.93.orig.fa,4181994,0,0.99953395,0.99953395,1,4183944,4183944,0.999533933,217
20_30.bin.108.orig.fa,20_30.bin.108.orig.fa,1393036,0,0.99990165,0.99990165,1,1393173,1393173,0.999901663,50
20_30.bin.10.strict.fa,20_30.bin.10.strict.fa,3876772,150,0.9998599,0.9998599,0.9999613,3877315,3877315,0.999859955,222
20_30.bin.10.strict.fa,40_50.bin.74.strict.fa,1887448,13817,0.6241945,0.48679253,0.99267954,3023814,3877315,0.624194478,222
20_30.bin.10.strict.fa,50_60.bin.62.orig.fa,2064116,15706,0.64440674,0.53235704,0.99239093,3203126,3877315,0.644406745,222
20_30.bin.10.strict.fa,60_80.bin.62.orig.fa,2064116,15706,0.64440674,0.53235704,0.99239093,3203126,3877315,0.644406745,222
40_50.bin.74.strict.fa,20_30.bin.10.strict.fa,1888127,13965,0.48696765,0.62441903,0.9926038,3877315,3023814,0.624419028,222
40_50.bin.74.strict.fa,40_50.bin.74.strict.fa,3023151,75,0.9997807,0.9997807,0.9999752,3023814,3023814,0.99978074,222
40_50.bin.74.strict.fa,50_60.bin.62.orig.fa,1828814,13147,0.57094663,0.60480374,0.9928112,3203126,3023814,0.604803735,222
40_50.bin.74.strict.fa,60_80.bin.62.orig.fa,1828814,13147,0.57094663,0.60480374,0.9928112,3203126,3023814,0.604803735,222
50_60.bin.62.orig.fa,20_30.bin.10.strict.fa,2063090,15623,0.53209245,0.6440864,0.99242735,3877315,3203126,0.644086433,222
50_60.bin.62.orig.fa,40_50.bin.74.strict.fa,1827915,13141,0.60450643,0.57066596,0.99281096,3023814,3203126,0.604506428,222
50_60.bin.62.orig.fa,50_60.bin.62.orig.fa,3202589,0,0.99983233,0.99983233,1,3203126,3203126,0.999832351,222
50_60.bin.62.orig.fa,60_80.bin.62.orig.fa,3202589,0,0.99983233,0.99983233,1,3203126,3203126,0.999832351,222
60_80.bin.62.orig.fa,20_30.bin.10.strict.fa,2063090,15623,0.53209245,0.6440864,0.99242735,3877315,3203126,0.644086433,222
60_80.bin.62.orig.fa,40_50.bin.74.strict.fa,1827915,13141,0.60450643,0.57066596,0.99281096,3023814,3203126,0.604506428,222
60_80.bin.62.orig.fa,50_60.bin.62.orig.fa,3202589,0,0.99983233,0.99983233,1,3203126,3203126,0.999832351,222
60_80.bin.62.orig.fa,60_80.bin.62.orig.fa,3202589,0,0.99983233,0.99983233,1,3203126,3203126,0.999832351,222
20_30.bin.111.orig.fa,20_30.bin.111.orig.fa,2544917,0,0.9999077,0.9999077,1,2545152,2545152,0.999907668,211
20_30.bin.124.strict.fa,20_30.bin.124.strict.fa,3972885,70,0.9998583,0.9998583,0.99998236,3973448,3973448,0.999858309,101
20_30.bin.129.strict.fa,20_30.bin.129.strict.fa,4461221,65,0.9998673,0.9998673,0.99998546,4461813,4461813,0.999867319,186
20_30.bin.129.strict.fa,30_40.bin.148.permissive.fa,2062591,11047,0.6501094,0.46227643,0.9946441,3172683,4461813,0.650109387,186
20_30.bin.129.strict.fa,40_50.bin.80.orig.fa,4060074,13716,0.9654005,0.90996057,0.9966217,4205585,4461813,0.965400533,186
20_30.bin.129.strict.fa,50_60.bin.33.permissive.fa,2162480,14778,0.69440055,0.48466396,0.9931662,3114168,4461813,0.694400559,186
20_30.bin.129.strict.fa,60_80.bin.33.permissive.fa,2218384,12816,0.76121455,0.4971934,0.9942228,2914269,4461813,0.761214562,186
20_30.bin.129.strict.fa,80_100.bin.63.strict.fa,4221287,15307,0.9570135,0.9460923,0.99637383,4410896,4461813,0.957013496,186
30_40.bin.148.permissive.fa,20_30.bin.129.strict.fa,2062629,10961,0.46228495,0.6501214,0.9946859,4461813,3172683,0.650121364,186
30_40.bin.148.permissive.fa,30_40.bin.148.permissive.fa,3170969,150,0.99945974,0.99945974,0.9999527,3172683,3172683,0.999459763,186
30_40.bin.148.permissive.fa,40_50.bin.80.orig.fa,1986180,11719,0.47227198,0.6260254,0.99409974,4205585,3172683,0.626025355,186
30_40.bin.148.permissive.fa,50_60.bin.33.permissive.fa,1231948,11904,0.3955946,0.38829848,0.99033725,3114168,3172683,0.395594586,186
30_40.bin.148.permissive.fa,60_80.bin.33.permissive.fa,1261614,11394,0.43290925,0.39764893,0.9909687,2914269,3172683,0.432909248,186
30_40.bin.148.permissive.fa,80_100.bin.63.strict.fa,2049341,12718,0.4646088,0.6459331,0.9937941,4410896,3172683,0.645933111,186
40_50.bin.80.orig.fa,20_30.bin.129.strict.fa,4059277,13555,0.909782,0.96521103,0.9966607,4461813,4205585,0.965211023,186
40_50.bin.80.orig.fa,30_40.bin.148.permissive.fa,1986057,11745,0.6259866,0.47224274,0.99408627,3172683,4205585,0.625986586,186
40_50.bin.80.orig.fa,40_50.bin.80.orig.fa,4205069,0,0.99987733,0.99987733,1,4205585,4205585,0.999877306,186
40_50.bin.80.orig.fa,50_60.bin.33.permissive.fa,2088265,15414,0.6705692,0.49654567,0.99261874,3114168,4205585,0.670569154,186
40_50.bin.80.orig.fa,60_80.bin.33.permissive.fa,2146216,13801,0.7364509,0.5103252,0.9935696,2914269,4205585,0.73645089,186
40_50.bin.80.orig.fa,80_100.bin.63.strict.fa,4037060,16800,0.91524714,0.9599283,0.9958386,4410896,4205585,0.959928286,186
50_60.bin.33.permissive.fa,20_30.bin.129.strict.fa,2162497,14613,0.48466778,0.69440603,0.99324256,4461813,3114168,0.694406018,186
50_60.bin.33.permissive.fa,30_40.bin.148.permissive.fa,1232207,11870,0.3883801,0.39567775,0.9903669,3172683,3114168,0.395677754,186
50_60.bin.33.permissive.fa,40_50.bin.80.orig.fa,2088431,15365,0.49658513,0.67062247,0.9926428,4205585,3114168,0.670622458,186
50_60.bin.33.permissive.fa,50_60.bin.33.permissive.fa,3112496,503,0.9994631,0.9994631,0.9998384,3114168,3114168,0.999463099,186
50_60.bin.33.permissive.fa,60_80.bin.33.permissive.fa,2530328,20591,0.8682548,0.81252134,0.9918623,2914269,3114168,0.868254784,186
50_60.bin.33.permissive.fa,80_100.bin.63.strict.fa,2149585,16055,0.48733523,0.6902598,0.9925311,4410896,3114168,0.690259806,186
60_80.bin.33.permissive.fa,20_30.bin.129.strict.fa,2218370,12741,0.49719027,0.7612098,0.9942566,4461813,2914269,0.761209758,186
60_80.bin.33.permissive.fa,30_40.bin.148.permissive.fa,1261600,11382,0.39764452,0.43290445,0.9909781,3172683,2914269,0.432904444,186
60_80.bin.33.permissive.fa,40_50.bin.80.orig.fa,2146865,13860,0.5104795,0.7366736,0.9935441,4205585,2914269,0.736673588,186
60_80.bin.33.permissive.fa,50_60.bin.33.permissive.fa,2529914,20651,0.8123884,0.86811274,0.99183726,3114168,2914269,0.868112724,186
60_80.bin.33.permissive.fa,60_80.bin.33.permissive.fa,2912822,240,0.9995035,0.9995035,0.9999176,2914269,2914269,0.999503478,186
60_80.bin.33.permissive.fa,80_100.bin.63.strict.fa,2210532,14873,0.5011526,0.75852025,0.99327177,4410896,2914269,0.758520233,186
80_100.bin.63.strict.fa,20_30.bin.129.strict.fa,4222911,15288,0.9464563,0.95738167,0.99637973,4461813,4410896,0.957381675,186
80_100.bin.63.strict.fa,30_40.bin.148.permissive.fa,2049208,12736,0.6458912,0.46457863,0.9937849,3172683,4410896,0.645891191,186
80_100.bin.63.strict.fa,40_50.bin.80.orig.fa,4027088,16765,0.95755714,0.9129864,0.9958369,4205585,4410896,0.957557153,186
80_100.bin.63.strict.fa,50_60.bin.33.permissive.fa,2149272,16134,0.6901593,0.48726428,0.9924933,3114168,4410896,0.690159298,186
80_100.bin.63.strict.fa,60_80.bin.33.permissive.fa,2210496,14898,0.7585079,0.5011444,0.9932603,2914269,4410896,0.75850788,186
80_100.bin.63.strict.fa,80_100.bin.63.strict.fa,4410235,80,0.99985015,0.99985015,0.9999819,4410896,4410896,0.999850144,186
20_30.bin.134.strict.fa,20_30.bin.134.strict.fa,3023899,80,0.99990475,0.99990475,0.99997354,3024187,3024187,0.999904768,115
20_30.bin.134.strict.fa,80_100.bin.101.strict.fa,2811380,17338,0.91958076,0.92963165,0.99383295,3057241,3024187,0.929631666,115
80_100.bin.101.strict.fa,20_30.bin.134.strict.fa,2811421,17518,0.92964524,0.91959417,0.993769,3024187,3057241,0.929645224,115
80_100.bin.101.strict.fa,80_100.bin.101.strict.fa,3056607,198,0.99979264,0.99979264,0.9999352,3057241,3057241,0.999792623,115
20_30.bin.147.permissive.fa,20_30.bin.147.permissive.fa,2465776,220,0.99941957,0.99941957,0.9999108,2467208,2467208,0.999419587,138
20_30.bin.14.strict.fa,20_30.bin.14.strict.fa,4514180,310,0.9994932,0.9994932,0.99993134,4516469,4516469,0.999493188,177
20_30.bin.14.strict.fa,80_100.bin.187.orig.fa,1122775,14945,0.45888516,0.24859574,0.9866892,2446745,4516469,0.458885172,177
80_100.bin.187.orig.fa,20_30.bin.14.strict.fa,1122826,14951,0.24860704,0.45890602,0.9866845,4516469,2446745,0.458906016,177
80_100.bin.187.orig.fa,80_100.bin.187.orig.fa,2446461,0,0.99988395,0.99988395,1,2446745,2446745,0.999883927,177
20_30.bin.156.orig.fa,20_30.bin.156.orig.fa,2780348,0,0.9999101,0.9999101,1,2780598,2780598,0.999910091,135
20_30.bin.157.strict.fa,20_30.bin.157.strict.fa,5247935,110,0.9998792,0.9998792,0.999979,5248569,5248569,0.999879205,54
20_30.bin.165.orig.fa,20_30.bin.165.orig.fa,1544836,0,0.99975276,0.99975276,1,1545218,1545218,0.999752786,112
20_30.bin.165.orig.fa,30_40.bin.118.strict.fa,1322633,18906,0.55163795,0.8559524,0.9857058,2397647,1545218,0.855952364,112
20_30.bin.165.orig.fa,40_50.bin.87.strict.fa,902979,15672,0.496716,0.58436996,0.98264414,1817898,1545218,0.584369972,112
20_30.bin.165.orig.fa,80_100.bin.92.strict.fa,1290913,16972,0.53460264,0.83542454,0.9868527,2414715,1545218,0.835424516,112
30_40.bin.118.strict.fa,20_30.bin.165.orig.fa,1321913,18750,0.8554864,0.5513376,0.985816,1545218,2397647,0.85548641,112
30_40.bin.118.strict.fa,30_40.bin.118.strict.fa,2397205,60,0.99981564,0.99981564,0.99997497,2397647,2397647,0.999815653,112
30_40.bin.118.strict.fa,40_50.bin.87.strict.fa,1264971,23381,0.6958427,0.5275885,0.9815166,1817898,2397647,0.695842671,112
30_40.bin.118.strict.fa,80_100.bin.92.strict.fa,1933845,28719,0.8008585,0.8065595,0.98514926,2414715,2397647,0.806559514,112
40_50.bin.87.strict.fa,20_30.bin.165.orig.fa,903110,15655,0.5844548,0.49678805,0.9826655,1545218,1817898,0.58445475,112
40_50.bin.87.strict.fa,30_40.bin.118.strict.fa,1264334,23283,0.5273228,0.69549227,0.9815848,2397647,1817898,0.695492266,112
40_50.bin.87.strict.fa,40_50.bin.87.strict.fa,1817211,140,0.9996221,0.9996221,0.99992293,1817898,1817898,0.999622091,112
40_50.bin.87.strict.fa,80_100.bin.92.strict.fa,1247648,23258,0.5166854,0.6863135,0.9813585,2414715,1817898,0.686313534,112
80_100.bin.92.strict.fa,20_30.bin.165.orig.fa,1291071,16969,0.83552676,0.5346681,0.98685664,1545218,2414715,0.835526767,112
80_100.bin.92.strict.fa,30_40.bin.118.strict.fa,1933124,28577,0.8062588,0.8005599,0.9852172,2397647,2414715,0.806258803,112
80_100.bin.92.strict.fa,40_50.bin.87.strict.fa,1247696,23261,0.6863399,0.5167053,0.98135686,1817898,2414715,0.686339938,112
80_100.bin.92.strict.fa,80_100.bin.92.strict.fa,2414090,149,0.9997412,0.9997412,0.99993825,2414715,2414715,0.99974117,112
20_30.bin.169.strict.fa,20_30.bin.169.strict.fa,1404781,100,0.99972814,0.99972814,0.99992883,1405163,1405163,0.999728145,93
20_30.bin.169.strict.fa,50_60.bin.109.strict.fa,439883,8591,0.6495845,0.31304768,0.9804698,677176,1405163,0.649584451,93
20_30.bin.169.strict.fa,60_80.bin.109.permissive.fa,488818,10060,0.64282125,0.34787282,0.97941977,760426,1405163,0.642821261,93
20_30.bin.169.strict.fa,80_100.bin.186.permissive.fa,480151,9936,0.62073267,0.34170485,0.9793065,773523,1405163,0.620732674,93
50_60.bin.109.strict.fa,20_30.bin.169.strict.fa,440619,8795,0.31357145,0.6506713,0.9800394,1405163,677176,0.650671317,93
50_60.bin.109.strict.fa,50_60.bin.109.strict.fa,676763,10,0.9993901,0.9993901,0.9999852,677176,677176,0.999390114,93
50_60.bin.109.strict.fa,60_80.bin.109.permissive.fa,651425,5267,0.856658,0.96197295,0.99191463,760426,677176,0.961972958,93
50_60.bin.109.strict.fa,80_100.bin.186.permissive.fa,357042,6981,0.46157902,0.5272514,0.98044765,773523,677176,0.527251409,93
60_80.bin.109.permissive.fa,20_30.bin.169.strict.fa,488730,10154,0.34781018,0.64270556,0.9792237,1405163,760426,0.642705536,93
60_80.bin.109.permissive.fa,50_60.bin.109.strict.fa,651735,5333,0.9624307,0.8570656,0.99181724,677176,760426,0.962430742,93
60_80.bin.109.permissive.fa,60_80.bin.109.permissive.fa,760105,38,0.9995779,0.9995779,0.99995,760426,760426,0.999577868,93
60_80.bin.109.permissive.fa,80_100.bin.186.permissive.fa,392268,7725,0.5071187,0.5158529,0.9803068,773523,760426,0.515852956,93
80_100.bin.186.permissive.fa,20_30.bin.169.strict.fa,480294,9953,0.34180662,0.62091756,0.97927725,1405163,773523,0.620917542,93
80_100.bin.186.permissive.fa,50_60.bin.109.strict.fa,356819,6983,0.5269221,0.46129075,0.9804298,677176,773523,0.5269221,93
80_100.bin.186.permissive.fa,60_80.bin.109.permissive.fa,392040,7698,0.5155531,0.50682396,0.98036426,760426,773523,0.515553124,93
80_100.bin.186.permissive.fa,80_100.bin.186.permissive.fa,773307,80,0.99972075,0.99972075,0.9998965,773523,773523,0.999720758,93
20_30.bin.170.strict.fa,20_30.bin.170.strict.fa,2623594,50,0.99993104,0.99993104,0.9999809,2623775,2623775,0.999931015,109
20_30.bin.171.orig.fa,20_30.bin.171.orig.fa,3467798,0,0.9999302,0.9999302,1,3468040,3468040,0.99993022,16
20_30.bin.171.orig.fa,40_50.bin.130.strict.fa,2744996,6470,0.97591215,0.7915122,0.997643,2812749,3468040,0.975912177,16
20_30.bin.171.orig.fa,50_60.bin.113.permissive.fa,3355489,7308,0.9530143,0.9675462,0.99782205,3520922,3468040,0.967546222,16
20_30.bin.171.orig.fa,60_80.bin.113.strict.fa,3352854,7733,0.9577648,0.96678644,0.9976936,3500707,3468040,0.966786427,16
20_30.bin.171.orig.fa,80_100.bin.18.orig.fa,3357606,7904,0.9691602,0.96815664,0.9976459,3464449,3468040,0.969160175,16
40_50.bin.130.strict.fa,20_30.bin.171.orig.fa,2745027,6463,0.79152113,0.9759232,0.99764556,3468040,2812749,0.975923198,16
40_50.bin.130.strict.fa,40_50.bin.130.strict.fa,2812218,77,0.99981123,0.99981123,0.99997264,2812749,2812749,0.999811217,16
40_50.bin.130.strict.fa,50_60.bin.113.permissive.fa,2751956,6027,0.78160095,0.97838664,0.99780995,3520922,2812749,0.978386625,16
40_50.bin.130.strict.fa,60_80.bin.113.strict.fa,2748239,6244,0.78505254,0.97706515,0.997728,3500707,2812749,0.977065142,16
40_50.bin.130.strict.fa,80_100.bin.18.orig.fa,2734355,6784,0.78926116,0.97212905,0.99751896,3464449,2812749,0.972129045,16
50_60.bin.113.permissive.fa,20_30.bin.171.orig.fa,3355681,7327,0.9676016,0.95306885,0.99781656,3468040,3520922,0.967601585,16
50_60.bin.113.permissive.fa,40_50.bin.130.strict.fa,2752080,6037,0.9784307,0.7816362,0.9978064,2812749,3520922,0.97843071,16
50_60.bin.113.permissive.fa,50_60.bin.113.permissive.fa,3520115,144,0.9997708,0.9997708,0.9999591,3520922,3520922,0.999770799,16
50_60.bin.113.permissive.fa,60_80.bin.113.strict.fa,3490310,3233,0.99703,0.9913057,0.99907374,3500707,3520922,0.997030029,16
50_60.bin.113.permissive.fa,80_100.bin.18.orig.fa,3359214,7201,0.96962434,0.95407224,0.9978563,3464449,3520922,0.969624318,16
60_80.bin.113.strict.fa,20_30.bin.171.orig.fa,3352848,7724,0.9667847,0.9577631,0.9976963,3468040,3500707,0.966784697,16
60_80.bin.113.strict.fa,40_50.bin.130.strict.fa,2748338,6299,0.9771003,0.78508085,0.9977081,2812749,3500707,0.977100338,16
60_80.bin.113.strict.fa,50_60.bin.113.permissive.fa,3490026,3276,0.991225,0.9969489,0.99906135,3520922,3500707,0.996948902,16
60_80.bin.113.strict.fa,60_80.bin.113.strict.fa,3500534,20,0.9999506,0.9999506,0.9999943,3500707,3500707,0.999950581,16
60_80.bin.113.strict.fa,80_100.bin.18.orig.fa,3357203,7579,0.96904385,0.95900714,0.9977425,3464449,3500707,0.969043851,16
80_100.bin.18.orig.fa,20_30.bin.171.orig.fa,3357545,7867,0.96813905,0.96914256,0.99765694,3468040,3464449,0.969142568,16
80_100.bin.18.orig.fa,40_50.bin.130.strict.fa,2734304,6797,0.9721109,0.78924644,0.9975142,2812749,3464449,0.972110914,16
80_100.bin.18.orig.fa,50_60.bin.113.permissive.fa,3359077,7254,0.9540334,0.96958476,0.99784046,3520922,3464449,0.969584774,16
80_100.bin.18.orig.fa,60_80.bin.113.strict.fa,3357120,7551,0.9589834,0.9690199,0.99775076,3500707,3464449,0.969019893,16
80_100.bin.18.orig.fa,80_100.bin.18.orig.fa,3464231,0,0.99993706,0.99993706,1,3464449,3464449,0.999937075,16
20_30.bin.176.permissive.fa,20_30.bin.176.permissive.fa,2695565,193,0.99983644,0.99983644,0.9999284,2696006,2696006,0.999836425,119
20_30.bin.179.strict.fa,20_30.bin.179.strict.fa,3963875,58,0.99983126,0.99983126,0.9999854,3964544,3964544,0.999831254,52
20_30.bin.179.strict.fa,50_60.bin.72.orig.fa,1544787,15290,0.73739487,0.3896506,0.9901022,2094925,3964544,0.737394895,52
20_30.bin.179.strict.fa,60_80.bin.72.permissive.fa,1528790,16904,0.725013,0.3856156,0.98894286,2108638,3964544,0.725013018,52
50_60.bin.72.orig.fa,20_30.bin.179.strict.fa,1544781,15299,0.3896491,0.737392,0.99009633,3964544,2094925,0.737392031,52
50_60.bin.72.orig.fa,50_60.bin.72.orig.fa,2094547,0,0.9998196,0.9998196,1,2094925,2094925,0.999819564,52
50_60.bin.72.orig.fa,60_80.bin.72.permissive.fa,2010925,14067,0.9536606,0.9599031,0.99300474,2108638,2094925,0.959903099,52
60_80.bin.72.permissive.fa,20_30.bin.179.strict.fa,1528763,16996,0.3856088,0.7250002,0.98888254,3964544,2108638,0.725000213,52
60_80.bin.72.permissive.fa,50_60.bin.72.orig.fa,2010981,14152,0.9599298,0.9536872,0.99296266,2094925,2108638,0.95992983,52
60_80.bin.72.permissive.fa,60_80.bin.72.permissive.fa,2108085,67,0.99973774,0.99973774,0.99996823,2108638,2108638,0.999737745,52
20_30.bin.184.orig.fa,20_30.bin.184.orig.fa,4400418,0,0.9999132,0.9999132,1,4400800,4400800,0.999913198,180
20_30.bin.185.orig.fa,20_30.bin.185.orig.fa,1455293,0,0.9996579,0.9996579,1,1455791,1455791,0.999657918,164
20_30.bin.187.strict.fa,20_30.bin.187.strict.fa,5536947,320,0.9999144,0.9999144,0.9999422,5537421,5537421,0.999914401,61
20_30.bin.187.strict.fa,50_60.bin.124.orig.fa,4725519,15949,0.88717383,0.853379,0.99662495,5326486,5537421,0.887173833,61
20_30.bin.187.strict.fa,60_80.bin.124.strict.fa,4650689,16162,0.8984059,0.8398655,0.9965248,5176601,5537421,0.898405923,61
50_60.bin.124.orig.fa,20_30.bin.187.strict.fa,4725294,15916,0.8533384,0.8871316,0.99663174,5537421,5326486,0.887131591,61
50_60.bin.124.orig.fa,50_60.bin.124.orig.fa,5325781,0,0.9998676,0.9998676,1,5326486,5326486,0.999867643,61
50_60.bin.124.orig.fa,60_80.bin.124.strict.fa,5055911,11262,0.97668546,0.94920194,0.9977725,5176601,5326486,0.976685474,61
60_80.bin.124.strict.fa,20_30.bin.187.strict.fa,4660471,16306,0.84163207,0.90029556,0.9965012,5537421,5176601,0.90029558,61
60_80.bin.124.strict.fa,50_60.bin.124.orig.fa,5067120,11454,0.95130634,0.9788508,0.99773955,5326486,5176601,0.978850794,61
60_80.bin.124.strict.fa,60_80.bin.124.strict.fa,5175989,100,0.9998818,0.9998818,0.9999807,5176601,5176601,0.999881776,61
20_30.bin.194.orig.fa,20_30.bin.194.orig.fa,905520,0,0.99965006,0.99965006,1,905837,905837,0.999650047,7
20_30.bin.194.orig.fa,40_50.bin.137.orig.fa,279623,786,0.2515756,0.3086902,0.99718904,1111487,905837,0.308690195,7
20_30.bin.194.orig.fa,80_100.bin.99.strict.fa,634317,1214,0.29991263,0.7002551,0.99808615,2115006,905837,0.700255123,7
40_50.bin.137.orig.fa,20_30.bin.194.orig.fa,279659,786,0.30872995,0.25160798,0.99718946,905837,1111487,0.308729937,7
40_50.bin.137.orig.fa,40_50.bin.137.orig.fa,1111365,0,0.9998902,0.9998902,1,1111487,1111487,0.999890237,7
40_50.bin.137.orig.fa,80_100.bin.99.strict.fa,944935,2548,0.4467765,0.85015386,0.99730355,2115006,1111487,0.850153893,7
80_100.bin.99.strict.fa,20_30.bin.194.orig.fa,634531,1215,0.70049137,0.3000138,0.9980852,905837,2115006,0.700491369,7
80_100.bin.99.strict.fa,40_50.bin.137.orig.fa,944885,2529,0.8501089,0.44675288,0.9973235,1111487,2115006,0.850108908,7
80_100.bin.99.strict.fa,80_100.bin.99.strict.fa,2114758,100,0.99988276,0.99988276,0.99995273,2115006,2115006,0.999882743,7
20_30.bin.198.strict.fa,20_30.bin.198.strict.fa,3268569,220,0.9999006,0.9999006,0.9999327,3268894,3268894,0.999900578,110
20_30.bin.203.strict.fa,20_30.bin.203.strict.fa,1040193,80,0.9996646,0.9996646,0.9999231,1040542,1040542,0.999664598,18
20_30.bin.203.strict.fa,5_10.bin.35.strict.fa,368212,8224,0.4744236,0.3538656,0.97766507,776125,1040542,0.474423579,18
5_10.bin.35.strict.fa,20_30.bin.203.strict.fa,368120,8224,0.35377717,0.47430503,0.97765946,1040542,776125,0.474305041,18
5_10.bin.35.strict.fa,5_10.bin.35.strict.fa,775842,60,0.99963534,0.99963534,0.9999227,776125,776125,0.999635368,18
20_30.bin.214.permissive.fa,20_30.bin.214.permissive.fa,1724934,117,0.9996952,0.9996952,0.99993217,1725460,1725460,0.999695154,3
20_30.bin.214.permissive.fa,50_60.bin.63.strict.fa,300884,7387,0.18582837,0.174379,0.975449,1619150,1725460,0.185828367,3
20_30.bin.214.permissive.fa,60_80.bin.63.strict.fa,343545,8369,0.19676399,0.19910343,0.9756393,1745975,1725460,0.199103427,3
50_60.bin.63.strict.fa,20_30.bin.214.permissive.fa,300026,7233,0.17388175,0.18529846,0.97589207,1725460,1619150,0.185298459,3
50_60.bin.63.strict.fa,50_60.bin.63.strict.fa,1618606,130,0.999664,0.999664,0.9999197,1619150,1619150,0.999664021,3
50_60.bin.63.strict.fa,60_80.bin.63.strict.fa,1523210,5405,0.87241226,0.94074667,0.99645156,1745975,1619150,0.940746688,3
